Test Case ID,Execution Outcome,Feature_1,Feature_2,Feature_3,Feature_4,Execution Time (sec),Complexity Index
30,0,5.598590859279775,-5.772280134522939,35.09168576024624,1.1213093026089151,26.098201992206224,1.0189849443109131
31,0,61.146940338242395,19.864545188510075,23.27251217362089,2.143067773840438,25.574298535738343,0.02603597008045644
32,1,17.88188824504186,13.765668274952784,31.75034592411911,-4.894710020836761,17.611717247541137,0.40788029254511315
33,1,7.4401077055426725,1.4854259995128274,29.631401284231913,-7.692084389561965,16.48806151387842,1.3867712035356363
34,1,94.93966818807999,54.60983903496091,45.15674251405846,16.623376443795184,45.042121948261936,0.8000822769732203
35,1,96.59757127438138,53.03116188292614,3.2268726367314358,17.20796107348525,15.535353770148381,1.1069044322505093
36,1,81.03133746352965,39.7873796051961,14.767196290019285,7.414630756036787,15.806818383692445,0.2666608827794595
37,0,31.156763148163698,7.110444393397799,47.57016271975138,5.32609561190621,31.974886540485244,0.5059943360275235
38,1,10.669539286632004,-9.813702603542644,44.6229254106549,-11.251711092407593,14.66164278650353,2.3721965055977865
39,0,68.73906962470353,29.904385291681557,23.327180886499935,8.640916594267884,29.493931925335392,-1.1556443687356919
40,0,44.57509688022053,30.851536383344985,31.3864972922753,3.2003799161912116,7.582431979803349,-3.065504456402131
41,1,13.081785249633104,8.681830066118591,14.591677966075501,-0.6546315191752186,20.203752406220808,1.8319351693766641
42,1,50.02251410101575,12.553869263387995,10.217936826464305,4.003154135598468,19.83944605756573,-0.8991046154258427
43,1,4.404463590406621,3.9340410537151307,23.721221842059126,-3.121854510305223,15.301800982249643,0.839336360183959
44,1,91.02271980579943,49.36453370018808,18.31425917327659,12.886582388907298,37.18858338725332,0.8933167963440363
45,0,26.619218178401674,4.471034727189506,29.59914948069273,6.372774464229055,36.77816282065247,1.4850907532091064
46,1,66.58970615104421,34.832104134977385,4.808997211284257,7.565171892877471,25.86614048603228,-0.8572500943421404
47,0,31.859396532851683,16.511785450885842,48.745345575642155,9.131996195591462,12.335809781074964,-0.7647803485449369
48,1,52.48673409660327,14.813664069995404,49.32432647950054,-1.2044350522894698,22.36374039171391,-0.3340736392540724
49,1,55.12431765498469,31.140032430975175,35.20992398696751,11.991030618868967,22.381639747523906,-1.3711948639231006
50,0,19.300591097027176,15.258140812195933,27.2687219508619,11.785285346948282,17.75538969694472,0.9315354176049979
51,1,96.9888781486913,59.324951506098415,16.16685319803006,5.439262951193076,32.65779243344453,1.5917642033524106
52,1,77.73814951275034,49.4070952767242,40.875955965640486,10.837652305664875,28.728169753835658,0.6880879650192887
53,1,94.01039521485473,33.22850392785645,34.551827455140085,12.853911814259634,37.94566041531177,-1.7226441177649745
54,1,89.58790769233724,35.41570344701739,8.968230027899674,9.609484103890255,14.84786722888406,-0.8177187603228018
55,1,60.19209790229743,35.246401623235315,45.63543204019828,12.429649853827138,28.740957570639146,-1.2112433597073395
56,1,92.26554926728856,51.27063414276637,41.30432490323528,12.361264309250807,25.038661336593137,0.7214891759305256
57,0,9.76075770314003,10.030855714630494,47.540195751304275,3.4422056517536475,16.4899169551711,1.2453903872042418
58,0,20.402303379495375,48.7284665962949,36.560255911029635,13.840153801928071,8.843742575250557,1.2276221955702975
59,0,5.477501602143269,8.447655908003306,31.057344600853703,8.373207080700027,6.865440091082176,0.5589047475623089
60,0,33.20770274556317,27.95950777458757,21.493908778240325,9.659956548882336,27.924912904311192,-0.39719629689855307
61,0,39.47905167925872,29.279543474561383,46.70369568434665,10.471876352744426,21.75366928970564,-1.740081331723422
62,0,27.863554145615694,20.44568958586583,43.43713058552001,4.074322045147412,53.615096770257054,0.4502141042241479
63,1,83.04501340604101,38.36981425661705,3.215714835203281,9.072913156622647,23.150039107618735,0.30377891969590914
64,1,36.31857934266534,25.748981876265344,2.2919817503653483,5.5619036237814985,10.25806798066448,-1.0861634723731717
65,1,28.812516459050695,6.678006084149629,19.44670497702443,3.975662537136373,6.90227797851022,1.3274792837987661
66,0,54.7269122326666,24.99527004893321,40.71711320830981,5.3936586105786475,38.307037844778144,-1.3016339275694069
67,0,14.951498272501501,2.6221136579597157,49.37653033643228,2.2355083818699795,21.9221865603387,2.284320664203418
68,1,80.41750109464992,41.02749194118819,8.370427664072881,22.68525157558365,21.48881219742004,1.0744273235758675
69,0,8.380513724297312,27.336842528883743,30.112405052254623,12.556676275823584,42.33315065367472,-0.07635089167583854
70,1,98.70180672345121,30.678251435808125,19.663651974920054,7.573357769903231,28.61158833490377,-1.073599869177585
71,1,77.45223216036908,45.588717983929676,48.52580549291556,19.68268500599863,51.24608244138835,0.7963088946264648
72,1,20.67285247188307,-5.790732475954982,42.26382723364973,-3.777596607894252,18.234719859942604,2.4362892312524185
73,1,1.5466895952366375,-3.945973860276016,42.07810653084575,-11.374414833972073,20.998506279500585,0.7390082867051085
74,1,81.73068141702858,51.754846678187945,23.965964829953545,10.486022448869363,46.03712505473759,2.2967124663205345
75,1,70.9788770409141,36.13223871141168,21.326155614545595,1.4857120082942252,18.58918263757794,-0.1833858717897968
76,1,73.17170963605774,25.808407038735808,14.396946524604605,5.984954691414199,39.95730076948314,-0.7028989317585864
77,1,77.35576432190862,31.52484506835463,3.7623993358954286,9.549545416454148,24.429871886884193,0.057109813144940236
78,0,8.330420521674945,10.96118775018423,43.371396436497605,11.670542886431681,17.727114563641116,0.8565068045891877
79,0,36.48810712588299,10.940387245770129,40.8321494473738,4.916753042551852,34.03777353941871,0.39347510009500497
80,0,12.471036892987842,8.40010434231367,49.9861659910204,1.4245286586497796,37.21283487037507,1.2892104351442282
81,1,86.44723916168375,43.67933797988002,49.835205016621366,17.250829299881453,48.4251499628194,0.14254220999672446
82,1,62.70651455592824,24.83725380190595,28.216153574528747,-3.6045004044676414,10.947132499545456,-1.7486019333669955
83,0,33.75890446041227,38.31889312345939,38.680383343845016,12.673740727580647,18.82060080575628,-1.2293703276084589
84,0,7.29227667831634,9.985328562338282,47.29352076423897,6.849924538136318,22.630029362267706,-0.004109466476552637
85,1,31.787249849850557,-4.357800941650792,42.63272214319316,-8.700271511394446,26.92947675056623,0.07746581594648216
86,1,33.19314888064796,18.461117588018258,13.120056985416685,11.257105492440122,19.405379244344715,-0.06843132077778163
87,0,73.23101165546834,29.997641180050287,23.076662630194583,10.691774391487156,27.9615436555235,0.2653025279270223
88,1,64.1181896641661,40.58342818004529,7.328811342423254,10.098588884509581,3.1346000169438355,-0.26739453589435747
89,1,88.83406151505633,36.49182337320116,47.7485003356774,14.111456342491772,45.4430409809096,-0.842094584241266
90,0,47.74927759103298,22.7272743808475,30.702557088093123,18.17164660327623,31.006991515091386,-1.6675942464258977
91,1,12.83983034789187,11.469787963750505,12.203497469669673,4.350267664417627,14.267619283723608,1.3685922032819244
92,1,71.6112339350765,44.463168909239464,33.91333353588698,14.58005360427352,42.08672081050501,-0.07270263674876376
93,0,76.31771981307284,26.155895835978658,31.288283782436896,5.5499642530923765,39.246907399322055,0.8622912518373848
94,1,56.56644255938013,24.93820892128058,18.549973183609186,3.232240829060215,25.180075895964986,-0.9450954889337473
95,1,77.32575081550154,33.913422296141206,6.564322017781822,14.325705771563591,18.045654057404747,-0.08681716179363985
96,0,49.88576404007468,18.409589694300223,33.90708658404718,1.24245777874573,10.321086764878611,-1.2155473418600322
97,1,52.750550108817414,44.02981745721968,26.49507734428587,13.566776423262866,28.093830885232276,-1.0461386116427103
98,0,43.326560817496414,25.713097518357763,38.843601195046325,5.325642021681745,30.163989632653557,-2.7913793886453164
99,1,3.5164935476654238,-10.85059276951774,26.488011554487677,-0.8602787021233627,16.663092858730657,0.6877182902396365
100,0,11.681251272337141,15.01924510671633,42.75689351560847,6.17408405844964,10.94721125406857,0.6478427532213464
101,0,4.111489382986691,23.277306661619676,28.043435099949793,12.170891719775398,4.03345002248961,-0.7878433350845941
102,1,64.00463071511426,42.3269679630686,28.485960605233927,10.148008394646844,37.57543497896885,-0.48504716097233624
103,1,32.12124212655634,0.8669214037380364,43.9560265302589,-1.0892982553454456,28.00671015187417,1.8246147579894751
104,0,51.34849842530557,20.831908483990272,20.770660444407454,1.355753966285545,27.470036880991085,-1.0819269545938446
105,1,90.84908091868321,58.09365195120783,7.566746194081396,15.20662928498179,22.236373042081954,0.9376066233343554
106,1,25.67993068573862,5.763270686681501,2.41035113935361,3.615483671228711,6.638723101781981,1.6674202885627467
107,0,41.62790938052734,25.252148971725955,38.001725528007334,11.360587774744545,36.709282699869114,-0.9690345966703368
108,1,75.79956271576182,45.64612189217428,31.39516801631977,9.083009946764157,25.697049269138514,1.277766721405578
109,0,23.651018383670625,2.556204476054482,35.49990863686195,5.114890943344646,23.441365764574936,1.6981021564806513
110,1,8.621011073050507,3.7152519759072526,11.435243913936626,7.89276488679693,2.8190712845279897,1.3675180677909962
111,1,29.685393838463035,-17.56997648145921,7.682202303751718,-3.203818428319259,5.433217645245311,0.336175245934453
112,1,16.960907438146435,-1.7634226942696802,1.7126886177262146,8.854952254509426,1.156804561806001,2.173395562435318
113,1,93.04006758191473,43.99435227702576,18.178790381523253,9.329359687589863,29.918746423481704,0.2602041787818901
114,0,81.00391757687729,28.02412696879015,29.90596665587702,2.183964574079959,26.366280626679192,0.3443524046054282
115,1,63.706971894531925,48.17759898658231,20.219958209886883,5.5596784514532995,35.408934739585035,0.717352620633221
116,0,87.27459842858406,29.3358854346857,22.436271179162723,16.280987187851625,19.726982253103138,-0.6038984788328068
117,1,80.56353561301233,35.88132293953633,45.303776030193674,14.036225163631187,36.89587869608571,0.7363427794254859
118,1,19.470435829717548,11.042623687719688,18.06451788414172,3.034863751763631,8.52903552527262,1.4786432230257291
119,1,89.3633408505078,59.09440331591505,26.18548496883073,19.128164126373616,45.43518949805425,2.4378493055790886
120,1,54.394881949649424,12.838819463030319,39.39899762431601,-1.7757993975827873,32.54402296720364,-0.8087055267175196
121,1,80.93657536124219,52.099925202170695,20.430596333742237,27.85873745873534,36.7210586338059,2.316717936618107
122,1,89.71303869242583,44.958849956408784,31.4822483111658,14.133760896798773,18.82812816369835,0.3222299862877598
123,0,32.48234402221452,6.4260855006277495,43.25582172859051,2.4747996232127893,30.79488232743075,0.3683864810414116
124,0,11.895140528239999,10.568605006752707,47.52651055922446,6.799414621519272,35.0385913414946,1.1778537610871656
125,1,23.565581091652227,13.773387501560814,8.206600565522859,6.53706240915181,9.639256393846118,0.7389290771336319
126,0,43.28367107399937,15.63966676541174,46.40279363291322,5.811320151019179,42.51293478191,-0.7082527634420852
127,1,81.98346182632682,41.6897517630636,25.11369836089737,8.554553251692518,23.780657044710324,0.685646874661969
128,1,86.212327742378,39.2530279025714,13.65397502664896,14.133250156451396,38.162927463655876,-0.2753278573272849
129,0,1.6882609225878795,1.9793039138064201,23.497652055674806,10.003913656517094,35.07545944854748,1.1363235974012686
130,1,51.56398295517901,32.40329822279997,49.021596188988376,16.44808969761488,31.1952090811334,-0.8270309358127346
131,0,42.32368931172912,37.02201281731808,25.13828660565061,19.072536978392407,16.578855951163412,-0.8701457384832482
132,1,22.988673236602295,-0.8838183699673436,17.108828904087904,-2.821223893146129,27.68599387054142,1.9607181107490468
133,0,12.866671366034598,27.763669429579963,32.03664186151956,3.3810767275810845,34.38737666127383,0.04486469239655973
134,1,34.423901968959164,-2.3089270107454354,12.76713532013146,-1.3216127037218715,8.03974778232488,0.7371961198305385
135,1,94.3480606873394,45.65617939331386,4.717303077324532,13.975478379437632,17.02639550517157,0.15048638870606768
136,1,32.99709027005477,22.38171719987315,7.315106373621812,12.185472752316688,7.439125152216788,-1.28778126699261
137,1,52.36027155259325,28.990054453646948,7.27424610893085,0.23469318751998713,0.6646722546413049,-1.9654137106390186
138,1,70.59887693062261,29.072443267105367,8.443231982102423,16.369484577434676,9.154871912333753,-1.1060266281607811
139,1,36.9993306355501,16.418442814202297,7.802531459821097,4.135493351365742,1.2597241894998898,-0.40115600654280176
140,1,97.20642618937511,43.673203748099226,32.40286249535751,10.967555774692666,27.96474083451249,-0.30623031774753956
141,1,96.282282199269,42.247493530192386,9.912124135558097,7.613726182756878,23.865669633765037,-0.9121848011722922
142,1,25.926447286711053,21.459244613565772,17.937696882869297,-1.8365099752591147,16.496285224142067,0.7648410859072691
143,0,50.22760208334616,28.683955901323554,44.94263208539458,12.721039690206638,48.021841387507294,-2.528016304515585
144,0,30.786952671860195,8.464380383323554,24.224120372880744,2.9059039509390856,8.285910313424502,-0.006676531249592443
145,0,29.199208943369293,23.595603226017154,33.710329187530334,0.6288764690998763,32.53823036720486,-0.3773960820321013
146,1,4.651807788098747,5.3988991028154665,9.443673688879862,-4.85572412947344,3.5123099598045906,1.8298988066749264
147,1,61.34686906400979,38.80205572039449,10.422161921624868,9.961693219667705,16.985817677090065,-0.045392521291963694
148,1,50.765223299657286,31.678900069064767,3.0025621970574643,17.848777647166393,18.40252068012623,-2.1635291365444127
149,1,6.096396373748946,-5.24175192234625,9.277818090536062,-2.870482333521899,-5.369031895605165,1.9776495207256262
150,1,28.585999959424534,8.691189577742572,14.650926612565973,-4.908357892267759,16.8667607600084,0.9054759848602011
151,1,90.91832271069872,52.932097406581974,9.673513729560593,14.65091390154487,24.684943489050603,0.7892250031477284
152,1,24.71662717603027,18.462016242349783,5.346424154095725,4.174987023966582,12.541050152335409,0.7908240534528337
153,1,15.344592337031086,7.463280228874062,6.9111576839294395,-11.24544914604564,9.416183748449118,2.059688212026429
154,0,49.45582326747874,25.90118546682719,23.578159633603562,7.498881307459096,46.233245869406474,-2.6128825983010007
155,1,98.57939495694947,62.066346436358984,11.110352201883833,17.4652312798643,18.893655249818654,1.315599162125279
156,1,24.96347187963854,6.566022051460971,18.849223191355698,5.450838439505382,9.10733642158738,2.0835111615418227
157,1,67.54141919318198,39.241683408291365,25.667446271887986,21.017285497214136,20.110601710332745,-0.5681421417104975
158,1,76.40034191754305,36.178244434432585,34.829346602838896,16.486298478068562,27.139970493325514,0.2863734779521667
159,1,24.52611685524757,10.086246395351582,2.926294852213848,1.6814304658313217,-0.0055004759087387,1.415790937690448
160,1,73.0934185125741,47.53447777615895,40.17110954654309,8.727713789139333,46.59440378686189,1.0266981232455359
161,0,37.41053013920607,26.95942855948333,31.767119085054482,20.954627584094304,37.570708050267,-1.7416803486287817
162,1,63.59827722876437,39.934234974388566,5.0061925654947235,12.27636266238901,9.515288791005473,-0.9178508433444057
163,1,63.71944136532858,44.91450875420758,43.805352581232086,13.543999085827005,26.32300883263947,-0.1432797236698257
164,0,54.04169372340109,27.230885278028136,46.122747626058846,8.048640147858425,38.58386812157368,-1.0974448747916574
165,1,9.938687235386421,11.78887333064285,3.9928200328883237,4.52708580303213,-1.5380829792882666,1.4918958904753585
166,1,83.69494706333455,38.744805965732716,14.567004759212983,10.901639730100102,30.35180996982851,-0.05851268038363533
167,0,32.75722643220185,19.620276740985346,40.50386270986,3.017772987894422,28.83260684988337,-0.12920582131006159
168,1,19.46533252958557,8.43123572111594,37.66472482879926,-0.20492398986717886,7.567987770344425,0.17109977017658462
169,1,5.036739013921627,3.4883291568879953,10.04152994846249,0.8827323959864065,21.503164790316184,1.996801561456223
170,1,59.49840137563594,35.700770942187106,11.258116843498804,7.993107426987307,35.48751542783181,-2.106659268913275
171,1,68.07887182238596,25.857229078858257,19.153133036777717,4.192939810271655,17.06445397802219,-0.5297072751457331
172,0,2.642195063857759,22.244970288783485,24.741626274360044,7.205642225094529,9.022236550591732,-0.9068073313097855
173,0,51.69721277162882,15.78843257081739,31.2944838049845,3.461643684140941,28.845338364067064,-1.552621210779861
174,1,23.42308174459586,-0.4303452555793914,19.07676833891885,7.390861366239625,17.567568418248847,2.296344950512501
175,1,64.87210625053554,44.017161860268445,23.664201090524248,-0.04970048388452675,31.39196452209754,-0.3369371025418839
176,0,18.262276471494154,17.047765175376433,37.62607596855407,10.571863812225239,42.56753866623936,1.007226637123291
177,1,69.40283607214413,40.94261620659361,2.797476941639297,18.513210824466228,13.50983341030798,0.007851623071966702
178,1,39.286799283753204,25.926854734519402,13.369410272857017,-2.5888947416849266,6.559092547794612,-1.3228749562671362
179,1,93.73626888493672,46.74566671399921,35.95412970834307,12.31026204379802,22.93112635101361,0.05172642318129845
180,1,14.614573470453331,-1.665256979631649,44.86513504667277,-2.356781423868452,18.046181818007863,1.33869894231078
181,1,34.76556875397559,18.14082995892506,26.07219466366764,-1.5953094859115886,19.65794135389097,-0.07149577397736273
182,1,12.233878602818319,-0.6546778137119578,27.073560778000466,-4.085486782067964,33.92913474474177,1.691237647100182
183,1,92.54466820957772,56.02353143896637,6.251428555649026,11.254180204360768,16.458534929378345,0.16824723731305147
184,1,87.85659598471712,42.45772417733717,22.923205974349276,21.498669470319264,31.27080170050705,-0.06743666243553481
185,0,26.536221143800404,5.0131386039750865,27.098246056296134,6.182333546929831,18.692138296180627,2.09616606198
186,1,66.33842055738373,29.95535186216193,12.881054678101753,15.344381033619372,31.592144185008465,-0.22072702042552866
187,1,81.90499781992037,45.081813452716425,14.192918316519668,17.1329043560311,48.74678298098012,0.5667927114956689
188,1,55.96488034834677,22.345194646133635,19.48692399212651,1.0582995377539444,15.627750336529402,-1.4246691974943277
189,1,53.43540725724464,18.495499672958005,1.983488691108592,2.926048570488533,6.784431371821003,-1.2433235670627336
190,1,24.943376799144716,14.90856051449148,16.781879113575734,6.919440960487034,23.82122368730753,1.721228009376954
191,1,10.217174012784023,7.558252717479239,11.360952342830688,-3.8431632292159557,14.542825870235262,1.7716790662113195
192,1,89.82436003737935,39.842748264978376,17.04737025671782,15.517816630355453,44.95563039319512,-0.022385157597887173
193,1,90.14138765916971,40.36031077340163,6.86834445914331,10.906466241229813,27.301731614665236,0.2883803278159632
194,1,63.67704427005353,34.159021508603125,44.635836756254854,8.37360241483295,31.460406324267534,-0.7587993635974617
195,0,34.56394931382137,2.8011312419374423,30.086030224148384,4.39513921359869,27.862353281761557,0.5218746251274389
196,0,35.57174788665343,3.71123619956116,34.27601363807999,3.3346874172985466,35.33939220219976,0.4300229309443526
197,0,72.8696122081537,29.25036389155249,39.669390691759574,6.970278338370347,42.61343959948417,-0.16893869976988068
198,1,89.81391573530513,42.772486350534095,25.423667747523808,18.628394921981467,35.74735733189591,-0.01114793400391157
199,1,88.82155600224661,47.519853657103354,5.259094116283761,8.85063945913152,31.060605154482744,0.9197842536155598
200,1,78.20767903990476,53.8574016894479,27.31822054910884,19.236898541555686,40.993601986992104,1.6490306470205474
